gene	Sham_C.WNVp_C	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_WNV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ010922	0	0	0	0	0	1	1	0	0		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WU26]	ID=gene:CPIJ010922;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WU26];gene_id=CPIJ010922;logic_name=vectorbase_culex
CPIJ010925	0	0	0	1	1	0	0	0	0		Heat shock protein 70 [Source:UniProtKB/TrEMBL%3BAcc:B0WU29]	ID=gene:CPIJ010925;biotype=protein_coding;description=Heat shock protein 70 [Source:UniProtKB/TrEMBL%3BAcc:B0WU29];gene_id=CPIJ010925;logic_name=vectorbase_culex
CPIJ010938	0	0	0	0	0	1	1	0	1		ATP-dependent Clp protease proteolytic subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WU42]	ID=gene:CPIJ010938;biotype=protein_coding;description=ATP-dependent Clp protease proteolytic subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WU42];gene_id=CPIJ010938;logic_name=vectorbase_culex
CPIJ010941	0	0	0	0	0	1	0	0	0		Translation elongation factor EF-1 alpha/Tu [Source:UniProtKB/TrEMBL%3BAcc:B0WU45]	ID=gene:CPIJ010941;biotype=protein_coding;description=Translation elongation factor EF-1 alpha/Tu [Source:UniProtKB/TrEMBL%3BAcc:B0WU45];gene_id=CPIJ010941;logic_name=vectorbase_culex
CPIJ010958	0	0	0	1	0	0	0	0	0		arp2/3 [Source:VB Community Annotation]	ID=gene:CPIJ010958;biotype=protein_coding;description=arp2/3 [Source:VB Community Annotation];gene_id=CPIJ010958;logic_name=vectorbase_culex
CPIJ010960	0	0	0	1	1	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWK2]	ID=gene:CPIJ010960;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWK2];gene_id=CPIJ010960;logic_name=vectorbase_culex
CPIJ010976	0	0	0	0	0	0	1	0	0		phosphatidylcholine-sterol acyltransferase precursor [Source:VB Community Annotation]	ID=gene:CPIJ010976;biotype=protein_coding;description=phosphatidylcholine-sterol acyltransferase precursor [Source:VB Community Annotation];gene_id=CPIJ010976;logic_name=vectorbase_culex
CPIJ010979	0	0	0	0	0	1	0	0	0		phosphatidylcholine-sterol acyltransferase precursor [Source:VB Community Annotation]	ID=gene:CPIJ010979;biotype=protein_coding;description=phosphatidylcholine-sterol acyltransferase precursor [Source:VB Community Annotation];gene_id=CPIJ010979;logic_name=vectorbase_culex
CPIJ010981	0	0	0	0	0	0	0	0	1		Secretion-regulating guanine nucleotide exchange factor [Source:UniProtKB/TrEMBL%3BAcc:B0WWM3]	ID=gene:CPIJ010981;biotype=protein_coding;description=Secretion-regulating guanine nucleotide exchange factor [Source:UniProtKB/TrEMBL%3BAcc:B0WWM3];gene_id=CPIJ010981;logic_name=vectorbase_culex
CPIJ010982	0	0	0	0	0	1	0	0	0		heat shock factor binding protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ010982;biotype=protein_coding;description=heat shock factor binding protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ010982;logic_name=vectorbase_culex
CPIJ010984	0	0	0	0	0	1	0	0	0		Tetraspanin [Source:UniProtKB/TrEMBL%3BAcc:B0WWM6]	ID=gene:CPIJ010984;biotype=protein_coding;description=Tetraspanin [Source:UniProtKB/TrEMBL%3BAcc:B0WWM6];gene_id=CPIJ010984;logic_name=vectorbase_culex
CPIJ010990	0	0	0	0	1	0	0	0	0		pacifastin light chain precursor [Source:VB Community Annotation]	ID=gene:CPIJ010990;biotype=protein_coding;description=pacifastin light chain precursor [Source:VB Community Annotation];gene_id=CPIJ010990;logic_name=vectorbase_culex
CPIJ010999	0	0	0	0	1	0	0	0	0		Cytosolic sulfotransferase 2 [Source:UniProtKB/TrEMBL%3BAcc:B0WU87]	ID=gene:CPIJ010999;biotype=protein_coding;description=Cytosolic sulfotransferase 2 [Source:UniProtKB/TrEMBL%3BAcc:B0WU87];gene_id=CPIJ010999;logic_name=vectorbase_culex
CPIJ011013	0	0	0	0	1	0	0	0	0		apyrase precursor [Source:VB Community Annotation]	ID=gene:CPIJ011013;biotype=protein_coding;description=apyrase precursor [Source:VB Community Annotation];gene_id=CPIJ011013;logic_name=vectorbase_culex
CPIJ011016	0	0	0	0	0	1	1	0	1		peptide deformylase%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ011016;biotype=protein_coding;description=peptide deformylase%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ011016;logic_name=vectorbase_culex
CPIJ011029	0	0	0	1	0	0	0	0	0		15E1.2 protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ011029;biotype=protein_coding;description=15E1.2 protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ011029;logic_name=vectorbase_culex
CPIJ011034	0	0	0	0	1	0	0	0	0		Uridine cytidine kinase i [Source:UniProtKB/TrEMBL%3BAcc:B0WV78]	ID=gene:CPIJ011034;biotype=protein_coding;description=Uridine cytidine kinase i [Source:UniProtKB/TrEMBL%3BAcc:B0WV78];gene_id=CPIJ011034;logic_name=vectorbase_culex
CPIJ011052	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWW0]	ID=gene:CPIJ011052;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWW0];gene_id=CPIJ011052;logic_name=vectorbase_culex
CPIJ011080	0	0	0	0	0	0	1	0	0		Cell division control protein 2 cognate [Source:UniProtKB/TrEMBL%3BAcc:B0WVL3]	ID=gene:CPIJ011080;biotype=protein_coding;description=Cell division control protein 2 cognate [Source:UniProtKB/TrEMBL%3BAcc:B0WVL3];gene_id=CPIJ011080;logic_name=vectorbase_culex
CPIJ011092	0	0	0	0	0	1	1	0	0		ADP-ribosylation factor [Source:UniProtKB/TrEMBL%3BAcc:B0WVM5]	ID=gene:CPIJ011092;biotype=protein_coding;description=ADP-ribosylation factor [Source:UniProtKB/TrEMBL%3BAcc:B0WVM5];gene_id=CPIJ011092;logic_name=vectorbase_culex
CPIJ011094	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVM7]	ID=gene:CPIJ011094;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVM7];gene_id=CPIJ011094;logic_name=vectorbase_culex
CPIJ011109	0	0	0	0	1	0	0	0	0		Pickel [Source:UniProtKB/TrEMBL%3BAcc:B0WVP5]	ID=gene:CPIJ011109;biotype=protein_coding;description=Pickel [Source:UniProtKB/TrEMBL%3BAcc:B0WVP5];gene_id=CPIJ011109;logic_name=vectorbase_culex
CPIJ011112	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVP8]	ID=gene:CPIJ011112;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVP8];gene_id=CPIJ011112;logic_name=vectorbase_culex
CPIJ011114	0	0	0	0	1	1	0	0	1		ptpla domain protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ011114;biotype=protein_coding;description=ptpla domain protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ011114;logic_name=vectorbase_culex
CPIJ011174	0	0	0	0	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WUV0]	ID=gene:CPIJ011174;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WUV0];gene_id=CPIJ011174;logic_name=vectorbase_culex
CPIJ011181	0	0	0	0	0	0	1	0	0		Oligoribonuclease [Source:UniProtKB/TrEMBL%3BAcc:B0WUV7]	ID=gene:CPIJ011181;biotype=protein_coding;description=Oligoribonuclease [Source:UniProtKB/TrEMBL%3BAcc:B0WUV7];gene_id=CPIJ011181;logic_name=vectorbase_culex
CPIJ011207	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZK3]	ID=gene:CPIJ011207;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZK3];gene_id=CPIJ011207;logic_name=vectorbase_culex
CPIJ011219	0	0	0	0	0	1	1	0	0		Vacuolar protein sorting-associated protein 29 [Source:UniProtKB/TrEMBL%3BAcc:B0WW53]	ID=gene:CPIJ011219;biotype=protein_coding;description=Vacuolar protein sorting-associated protein 29 [Source:UniProtKB/TrEMBL%3BAcc:B0WW53];gene_id=CPIJ011219;logic_name=vectorbase_culex
CPIJ011260	0	0	0	1	1	0	0	0	0		phosphoglucomutase [Source:VB Community Annotation]	ID=gene:CPIJ011260;biotype=protein_coding;description=phosphoglucomutase [Source:VB Community Annotation];gene_id=CPIJ011260;logic_name=vectorbase_culex
CPIJ011267	0	0	0	1	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVX7]	ID=gene:CPIJ011267;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVX7];gene_id=CPIJ011267;logic_name=vectorbase_culex
CPIJ011272	0	0	0	1	0	0	0	0	1		F-actin-capping protein subunit alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WVY2]	ID=gene:CPIJ011272;biotype=protein_coding;description=F-actin-capping protein subunit alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WVY2];gene_id=CPIJ011272;logic_name=vectorbase_culex
CPIJ011320	0	0	0	0	0	1	0	0	0		Ufm1-conjugating enzyme 1 [Source:VB Community Annotation]	ID=gene:CPIJ011320;biotype=protein_coding;description=Ufm1-conjugating enzyme 1 [Source:VB Community Annotation];gene_id=CPIJ011320;logic_name=vectorbase_culex
CPIJ011328	0	0	0	0	0	1	1	0	0		GTP:AMP phosphotransferase mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ011328;biotype=protein_coding;description=GTP:AMP phosphotransferase mitochondrial [Source:VB Community Annotation];gene_id=CPIJ011328;logic_name=vectorbase_culex
CPIJ011350	0	0	0	0	0	0	1	0	0		Small ubiquitin-related modifier [Source:UniProtKB/TrEMBL%3BAcc:B0WVZ6]	ID=gene:CPIJ011350;biotype=protein_coding;description=Small ubiquitin-related modifier [Source:UniProtKB/TrEMBL%3BAcc:B0WVZ6];gene_id=CPIJ011350;logic_name=vectorbase_culex
CPIJ011357	0	0	0	0	1	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW03]	ID=gene:CPIJ011357;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW03];gene_id=CPIJ011357;logic_name=vectorbase_culex
CPIJ011358	0	0	0	0	0	0	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW04]	ID=gene:CPIJ011358;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW04];gene_id=CPIJ011358;logic_name=vectorbase_culex
CPIJ011359	0	0	0	0	0	0	1	0	0		Thymidylate synthase [Source:UniProtKB/TrEMBL%3BAcc:B0WW05]	ID=gene:CPIJ011359;biotype=protein_coding;description=Thymidylate synthase [Source:UniProtKB/TrEMBL%3BAcc:B0WW05];gene_id=CPIJ011359;logic_name=vectorbase_culex
CPIJ011388	0	0	0	0	0	1	0	0	0		diazepam binding inhibitor%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ011388;biotype=protein_coding;description=diazepam binding inhibitor%2C putative [Source:VB Community Annotation];gene_id=CPIJ011388;logic_name=vectorbase_culex
CPIJ011391	0	0	0	0	0	1	1	0	0		Dehydrogenase/reductase SDR family member 4 [Source:UniProtKB/TrEMBL%3BAcc:B0WXE6]	ID=gene:CPIJ011391;biotype=protein_coding;description=Dehydrogenase/reductase SDR family member 4 [Source:UniProtKB/TrEMBL%3BAcc:B0WXE6];gene_id=CPIJ011391;logic_name=vectorbase_culex
CPIJ011392	0	0	0	0	0	1	1	0	0		Serine/threonine-protein kinase BUD32 [Source:UniProtKB/TrEMBL%3BAcc:B0WXE7]	ID=gene:CPIJ011392;biotype=protein_coding;description=Serine/threonine-protein kinase BUD32 [Source:UniProtKB/TrEMBL%3BAcc:B0WXE7];gene_id=CPIJ011392;logic_name=vectorbase_culex
CPIJ011408	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWJ2]	ID=gene:CPIJ011408;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWJ2];gene_id=CPIJ011408;logic_name=vectorbase_culex
CPIJ011412	0	0	0	1	0	0	0	0	0		M-phase phosphoprotein 11 [Source:UniProtKB/TrEMBL%3BAcc:B0WW59]	ID=gene:CPIJ011412;biotype=protein_coding;description=M-phase phosphoprotein 11 [Source:UniProtKB/TrEMBL%3BAcc:B0WW59];gene_id=CPIJ011412;logic_name=vectorbase_culex
CPIJ011427	0	0	0	1	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW74]	ID=gene:CPIJ011427;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW74];gene_id=CPIJ011427;logic_name=vectorbase_culex
CPIJ011450	0	0	0	0	0	1	1	0	0		selenoprotein BthD precursor [Source:VB Community Annotation]	ID=gene:CPIJ011450;biotype=protein_coding;description=selenoprotein BthD precursor [Source:VB Community Annotation];gene_id=CPIJ011450;logic_name=vectorbase_culex
CPIJ011451	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVS4]	ID=gene:CPIJ011451;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVS4];gene_id=CPIJ011451;logic_name=vectorbase_culex
CPIJ011462	0	0	0	0	0	1	1	0	0		Translation machinery-associated protein 20 [Source:UniProtKB/TrEMBL%3BAcc:B0WWD5]	ID=gene:CPIJ011462;biotype=protein_coding;description=Translation machinery-associated protein 20 [Source:UniProtKB/TrEMBL%3BAcc:B0WWD5];gene_id=CPIJ011462;logic_name=vectorbase_culex
CPIJ011497	0	0	0	1	0	0	0	0	1		Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVT8]	ID=gene:CPIJ011497;biotype=protein_coding;description=Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL%3BAcc:B0WVT8];gene_id=CPIJ011497;logic_name=vectorbase_culex
CPIJ011503	0	0	0	0	1	0	0	0	0		Solute carrier family 39 [Source:UniProtKB/TrEMBL%3BAcc:B0WVU4]	ID=gene:CPIJ011503;biotype=protein_coding;description=Solute carrier family 39 [Source:UniProtKB/TrEMBL%3BAcc:B0WVU4];gene_id=CPIJ011503;logic_name=vectorbase_culex
CPIJ011511	0	0	0	0	0	0	1	0	0		Zinc finger CDGSH domain-containing protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WWX0]	ID=gene:CPIJ011511;biotype=protein_coding;description=Zinc finger CDGSH domain-containing protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WWX0];gene_id=CPIJ011511;logic_name=vectorbase_culex
CPIJ011515	0	0	0	0	0	0	0	0	1		ER-derived vesicles protein ERV29 [Source:UniProtKB/TrEMBL%3BAcc:B0WWX4]	ID=gene:CPIJ011515;biotype=protein_coding;description=ER-derived vesicles protein ERV29 [Source:UniProtKB/TrEMBL%3BAcc:B0WWX4];gene_id=CPIJ011515;logic_name=vectorbase_culex
CPIJ011516	0	0	0	0	1	0	0	0	0		Surfeit locus protein 4 [Source:UniProtKB/TrEMBL%3BAcc:B0WWX5]	ID=gene:CPIJ011516;biotype=protein_coding;description=Surfeit locus protein 4 [Source:UniProtKB/TrEMBL%3BAcc:B0WWX5];gene_id=CPIJ011516;logic_name=vectorbase_culex
CPIJ011540	0	0	0	1	0	0	0	0	0		Casein kinase II subunit alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WWU1]	ID=gene:CPIJ011540;biotype=protein_coding;description=Casein kinase II subunit alpha [Source:UniProtKB/TrEMBL%3BAcc:B0WWU1];gene_id=CPIJ011540;logic_name=vectorbase_culex
CPIJ011551	0	0	0	1	0	0	1	0	1	nos	Nanos [Source:UniProtKB/TrEMBL%3BAcc:B0WWV2]	ID=gene:CPIJ011551;Name=nos;biotype=protein_coding;description=Nanos [Source:UniProtKB/TrEMBL%3BAcc:B0WWV2];gene_id=CPIJ011551;logic_name=vectorbase_culex
CPIJ011568	0	0	0	0	0	1	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXS3]	ID=gene:CPIJ011568;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXS3];gene_id=CPIJ011568;logic_name=vectorbase_culex
CPIJ011570	0	0	0	0	0	1	1	0	0		SLD5%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ011570;biotype=protein_coding;description=SLD5%2C putative [Source:VB Community Annotation];gene_id=CPIJ011570;logic_name=vectorbase_culex
CPIJ011609	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWN9]	ID=gene:CPIJ011609;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWN9];gene_id=CPIJ011609;logic_name=vectorbase_culex
CPIJ011632	0	0	0	0	0	0	1	0	0		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWQ0]	ID=gene:CPIJ011632;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWQ0];gene_id=CPIJ011632;logic_name=vectorbase_culex
CPIJ011670	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWB6]	ID=gene:CPIJ011670;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWB6];gene_id=CPIJ011670;logic_name=vectorbase_culex
CPIJ011690	0	0	0	0	0	0	1	0	0		Psf3 [Source:UniProtKB/TrEMBL%3BAcc:B0WW89]	ID=gene:CPIJ011690;biotype=protein_coding;description=Psf3 [Source:UniProtKB/TrEMBL%3BAcc:B0WW89];gene_id=CPIJ011690;logic_name=vectorbase_culex
CPIJ011691	0	0	0	0	0	0	1	0	0		ATP synthase D chain%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ011691;biotype=protein_coding;description=ATP synthase D chain%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ011691;logic_name=vectorbase_culex
CPIJ011692	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW91]	ID=gene:CPIJ011692;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WW91];gene_id=CPIJ011692;logic_name=vectorbase_culex
CPIJ011715	0	0	0	1	1	0	1	0	1		translation initiation factor [Source:VB Community Annotation]	ID=gene:CPIJ011715;biotype=protein_coding;description=translation initiation factor [Source:VB Community Annotation];gene_id=CPIJ011715;logic_name=vectorbase_culex
CPIJ011726	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXG1]	ID=gene:CPIJ011726;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXG1];gene_id=CPIJ011726;logic_name=vectorbase_culex
CPIJ011728	0	0	0	1	0	0	0	0	0		Serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:B0WXG3]	ID=gene:CPIJ011728;biotype=protein_coding;description=Serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:B0WXG3];gene_id=CPIJ011728;logic_name=vectorbase_culex
CPIJ011738	0	0	0	0	0	1	1	0	0		transcription factor IIB%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ011738;biotype=protein_coding;description=transcription factor IIB%2C putative [Source:VB Community Annotation];gene_id=CPIJ011738;logic_name=vectorbase_culex
CPIJ011741	0	0	0	1	0	0	0	0	0		Platelet-activating factor acetylhydrolase IB subunit beta [Source:UniProtKB/TrEMBL%3BAcc:B0WX19]	ID=gene:CPIJ011741;biotype=protein_coding;description=Platelet-activating factor acetylhydrolase IB subunit beta [Source:UniProtKB/TrEMBL%3BAcc:B0WX19];gene_id=CPIJ011741;logic_name=vectorbase_culex
CPIJ011746	0	0	0	1	1	0	0	0	1		R2D2 [Source:UniProtKB/TrEMBL%3BAcc:B0WX24]	ID=gene:CPIJ011746;biotype=protein_coding;description=R2D2 [Source:UniProtKB/TrEMBL%3BAcc:B0WX24];gene_id=CPIJ011746;logic_name=vectorbase_culex
CPIJ011758	0	0	0	1	1	0	0	0	1		Dorsal 1-B [Source:UniProtKB/TrEMBL%3BAcc:B0WX36]	ID=gene:CPIJ011758;biotype=protein_coding;description=Dorsal 1-B [Source:UniProtKB/TrEMBL%3BAcc:B0WX36];gene_id=CPIJ011758;logic_name=vectorbase_culex
CPIJ011768	0	0	0	0	0	0	0	0	1		Short-chain dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WZ24]	ID=gene:CPIJ011768;biotype=protein_coding;description=Short-chain dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WZ24];gene_id=CPIJ011768;logic_name=vectorbase_culex
CPIJ011770	0	0	0	0	0	1	0	0	0		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WZ26]	ID=gene:CPIJ011770;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0WZ26];gene_id=CPIJ011770;logic_name=vectorbase_culex
CPIJ011777	0	0	0	0	0	1	0	0	0		FK506-binding protein 2 precursor [Source:VB Community Annotation]	ID=gene:CPIJ011777;biotype=protein_coding;description=FK506-binding protein 2 precursor [Source:VB Community Annotation];gene_id=CPIJ011777;logic_name=vectorbase_culex
CPIJ011784	0	0	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYQ5]	ID=gene:CPIJ011784;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYQ5];gene_id=CPIJ011784;logic_name=vectorbase_culex
CPIJ011790	0	0	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYR1]	ID=gene:CPIJ011790;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYR1];gene_id=CPIJ011790;logic_name=vectorbase_culex
CPIJ011791	0	0	0	0	1	0	0	0	0		Transmembrane protein 38A [Source:UniProtKB/TrEMBL%3BAcc:B0WYR2]	ID=gene:CPIJ011791;biotype=protein_coding;description=Transmembrane protein 38A [Source:UniProtKB/TrEMBL%3BAcc:B0WYR2];gene_id=CPIJ011791;logic_name=vectorbase_culex
CPIJ011804	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXZ6]	ID=gene:CPIJ011804;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXZ6];gene_id=CPIJ011804;logic_name=vectorbase_culex
CPIJ011806	0	0	0	0	0	1	0	0	0		Superoxide dismutase%2C Mn [Source:UniProtKB/TrEMBL%3BAcc:B0WXZ8]	ID=gene:CPIJ011806;biotype=protein_coding;description=Superoxide dismutase%2C Mn [Source:UniProtKB/TrEMBL%3BAcc:B0WXZ8];gene_id=CPIJ011806;logic_name=vectorbase_culex
CPIJ011812	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX70]	ID=gene:CPIJ011812;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX70];gene_id=CPIJ011812;logic_name=vectorbase_culex
CPIJ011814	0	0	0	0	0	0	1	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX72]	ID=gene:CPIJ011814;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX72];gene_id=CPIJ011814;logic_name=vectorbase_culex
CPIJ011854	0	0	0	1	0	0	0	0	0		CD98hc amino acid transporter protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXV7]	ID=gene:CPIJ011854;biotype=protein_coding;description=CD98hc amino acid transporter protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXV7];gene_id=CPIJ011854;logic_name=vectorbase_culex
CPIJ011856	0	0	0	0	0	0	0	0	1		E3 ubiquitin-protein ligase MARCH5 [Source:UniProtKB/TrEMBL%3BAcc:B0WXV9]	ID=gene:CPIJ011856;biotype=protein_coding;description=E3 ubiquitin-protein ligase MARCH5 [Source:UniProtKB/TrEMBL%3BAcc:B0WXV9];gene_id=CPIJ011856;logic_name=vectorbase_culex
CPIJ011857	0	0	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXW0]	ID=gene:CPIJ011857;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXW0];gene_id=CPIJ011857;logic_name=vectorbase_culex
CPIJ011874	1	0	0	0	0	0	0	0	0		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXX7]	ID=gene:CPIJ011874;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXX7];gene_id=CPIJ011874;logic_name=vectorbase_culex
CPIJ011876	0	0	0	0	0	0	1	0	0		Diacylglycerol kinase [Source:UniProtKB/TrEMBL%3BAcc:B0X0U5]	ID=gene:CPIJ011876;biotype=protein_coding;description=Diacylglycerol kinase [Source:UniProtKB/TrEMBL%3BAcc:B0X0U5];gene_id=CPIJ011876;logic_name=vectorbase_culex
CPIJ011877	0	0	0	0	0	1	1	0	0		Pyridoxamine-phosphate oxidase [Source:UniProtKB/TrEMBL%3BAcc:B0X0U6]	ID=gene:CPIJ011877;biotype=protein_coding;description=Pyridoxamine-phosphate oxidase [Source:UniProtKB/TrEMBL%3BAcc:B0X0U6];gene_id=CPIJ011877;logic_name=vectorbase_culex
CPIJ011898	0	0	0	0	0	0	1	0	0		Inorganic pyrophosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WXH5]	ID=gene:CPIJ011898;biotype=protein_coding;description=Inorganic pyrophosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WXH5];gene_id=CPIJ011898;logic_name=vectorbase_culex
CPIJ011901	0	0	0	0	1	0	0	0	0		polyserase-2 precursor [Source:VB Community Annotation]	ID=gene:CPIJ011901;biotype=protein_coding;description=polyserase-2 precursor [Source:VB Community Annotation];gene_id=CPIJ011901;logic_name=vectorbase_culex
CPIJ011907	0	0	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXJ8]	ID=gene:CPIJ011907;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXJ8];gene_id=CPIJ011907;logic_name=vectorbase_culex
